job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
Data Engineer,Data Engineer - FL HYBRID REMOTE,"Melbourne, FL",via LinkedIn,Full-time,0,"Florida, United States",2/15/2023,1,1,United States,year,135000,,CyberCoders,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'r', 'java', 'c++', 'scala', 'cassandra', 'mariadb', 'sql server', 'hadoop', 'spark', 'numpy', 'pandas', 'word']"
Data Engineer,Data & ML engineer,"Tel Aviv-Yafo, Israel",via Ai-Jobs.net,Full-time,0,Israel,2/9/2023,0,0,Israel,year,128682,,Autofleet,"['python', 'sql']"
Data Analyst,Data Analyst,"West Bend, WI",via ZipRecruiter,Full-time,0,"Illinois, United States",2/23/2023,1,0,United States,year,102500,,Robert Half,['excel']
Data Analyst,Data and Evaluation Analyst,"Santa Rosa, CA",via WorkplaceDiversity,Full-time,0,"California, United States",2/16/2023,1,0,United States,year,89777,,County of Sonoma,
Business Analyst,Business Strategy Analyst Lead-Marketing & Offer Strategy (San...,"San Antonio, TX",via Built In,Full-time,0,"Texas, United States",2/23/2023,0,1,United States,year,167755,,USAA,"['r', 'python', 'sql', 'snowflake', 'phoenix', 'excel', 'tableau']"
Data Analyst,Data Analyst II,"New York, NY",via Adzuna,Full-time,0,"New York, United States",2/13/2023,0,1,United States,year,86400,,Centene Corporation,"['sql', 'excel']"
Data Analyst,Data Analyst III,"Sylmar, CA",via My ArkLaMiss Jobs,Full-time,0,"California, United States",2/11/2023,0,1,United States,year,90250,,California Health & Wellness,"['excel', 'powerpoint']"
Data Engineer,"Engineering Team Lead, Data Modelling",Finland,via Ai-Jobs.net,Full-time,0,Finland,2/7/2023,1,0,Finland,year,89100,,Wolt,"['python', 'snowflake', 'kafka', 'spark', 'kubernetes']"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Texas, United States",2/7/2023,0,0,United States,year,150000,,Harnham,"['python', 'sql', 'pytorch', 'tensorflow']"
Business Analyst,"Business Intelligence Engineer, WW Amazon Logistics",Japan,via Ai-Jobs.net,Full-time,0,Japan,2/17/2023,0,0,Japan,year,79200,,Amazon.com,"['sql', 'mysql', 'tableau']"
Data Scientist,"Data Scientist, Quant Modeling - USDS","Mountain View, CA",via Indeed,Full-time,0,"California, United States",2/15/2023,0,1,United States,year,196800,,TikTok,"['sql', 'python', 'r', 'spark', 'kafka', 'express']"
Data Analyst,Financial Data Analyst - VP -Hybrid,"Irving, TX",via JobServe,Full-time,0,"Texas, United States",2/6/2023,0,1,United States,year,117160,,Citi,
Data Scientist,Actuarial Data Scientist - On-site,"Minneapolis, MN",via My ArkLaMiss Jobs,Full-time,0,"Illinois, United States",2/24/2023,0,1,United States,year,100900,,Western National Insurance,"['python', 'r', 'sas', 'sas', 'sql', 'tableau', 'power bi', 'ssrs']"
Software Engineer,"Software Engineer / Data Scientist, Planner Evaluation Driving Sets","Mountain View, CA",via Ladders,Full-time,0,"California, United States",2/27/2023,0,1,United States,year,175000,,Waymo,"['c++', 'python', 'tensorflow']"
Data Scientist,Scientist I,California,via Dice,Contractor,0,"California, United States",2/15/2023,0,0,United States,hour,,42.5,SGS Consulting,
Data Analyst,Data Analyst,"Cypress, CA",via Adzuna,Full-time,0,"California, United States",2/15/2023,0,1,United States,year,92050,,UnitedHealth Group,"['sql', 'sas', 'sas', 'vba', 'excel', 'powerpoint']"
Data Engineer,Google Cloud Data Engineer,"Amsterdam, Netherlands",via Ai-Jobs.net,Full-time,0,Netherlands,2/28/2023,0,0,Netherlands,year,89100,,Devoteam,"['sql', 'gcp', 'unix', 'docker']"
Data Engineer,Sr. Data Engineer,"Mountain View, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/6/2023,0,1,United States,year,200000,,SpaceX,"['c#', 'java', 'python', 'c++', 'snowflake', 'spark', 'kubernetes']"
Senior Data Scientist,Senior Data Scientist,"Boston, MA",via Ladders,Full-time,0,"New York, United States",2/21/2023,0,0,United States,year,90000,,Pison,"['python', 'c++', 'tensorflow', 'pytorch']"
Data Analyst,Data Analyst /Operations Research,"Tampa, FL",via Ladders,Full-time,0,"Florida, United States",2/6/2023,0,0,United States,year,90000,,Amentum,"['r', 'python', 'vba', 'excel', 'sharepoint', 'word']"
Data Scientist,Data Scientist,"Washington, DC",via Indeed,Full-time,0,"New York, United States",2/9/2023,0,1,United States,year,135000,,GeekSI,"['r', 'python', 'scala', 'word', 'excel', 'tableau', 'power bi', 'zoom']"
Senior Data Engineer,Senior Data Engineer,"Milford, MA",via Ladders,Full-time,0,Georgia,2/13/2023,0,0,United States,year,90000,,Waters Corporation,"['go', 'python']"
Senior Data Engineer,Senior Data Engineer - Cloud Analytics,Anywhere,via LinkedIn,Full-time,1,Georgia,2/7/2023,0,1,United States,year,135000,,Elsdon Consulting ltd,"['sql', 'python', 'c#', 'java', 'snowflake', 'redshift', 'bigquery', 'airflow', 'alteryx', 'tableau', 'unify']"
Senior Data Scientist,Senior Data Scientist – Digital Effectiveness – Operations ...,"Atlanta, GA",via Indeed,Full-time,0,"Florida, United States",2/7/2023,0,1,United States,year,116700,,Cox Corporate Services,"['sql', 'python', 'aws', 'pandas', 'numpy', 'scikit-learn', 'pyspark', 'tableau', 'git']"
Data Analyst,Clinical Data Analyst III,Anywhere,via Indeed,Full-time,1,"California, United States",2/17/2023,0,1,United States,hour,,52.04999924,Sutter Health,"['sql', 'tableau', 'microstrategy']"
Data Scientist,"(Data Scientist Associate - Data Scientist), Audit Services - HYBRID","Columbus, OH",via Indeed,Full-time,0,"New York, United States",2/16/2023,0,0,United States,year,69570,,American Electric Power,"['sql', 'tableau', 'cognos']"
Machine Learning Engineer,Staff Data Scientist - Machine Learning Engineer,"New York, NY",via Ladders,Full-time,0,"New York, United States",2/9/2023,0,0,United States,year,90000,,Chegg,"['python', 'java']"
Data Scientist,Founding Data Scientist,Anywhere,via AngelList,Full-time,1,"California, United States",2/8/2023,0,0,United States,year,150000,,Koya AI,"['python', 'mysql', 'databricks', 'aws', 'pandas', 'pyspark', 'jupyter', 'keras', 'tensorflow', 'pytorch', 'flow']"
Data Engineer,Data Engineer,"Piscataway, NJ",via Dice,Full-time,0,"Florida, United States",2/14/2023,0,0,United States,year,135000,,Incedo Inc,"['sql', 'r', 'python', 'hadoop', 'word', 'excel', 'powerpoint']"
Data Engineer,Data Science Engineer,"Austin, TX",via Ai-Jobs.net,Full-time,0,"Texas, United States",2/24/2023,0,0,United States,year,99150,,ServiceNow,"['aws', 'redshift', 'terraform']"
Data Scientist,"Research Analyst, Token Listings","San Jose, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/23/2023,0,1,United States,year,133500,,Okcoin,"['sql', 'solidity', 'node', 'excel']"
Data Engineer,Data Engineer,"Stockholm, Sweden",via Ai-Jobs.net,Full-time,0,Sweden,2/7/2023,0,0,Sweden,year,147500,,Truecaller,"['sql', 'scala', 'python', 'gcp', 'aws', 'azure', 'bigquery', 'airflow', 'spark', 'kubernetes']"
Senior Data Analyst,"Senior Manager, Data Analytics","Ho Chi Minh City, Vietnam",via Ai-Jobs.net,Full-time,0,Vietnam,2/2/2023,0,0,Vietnam,year,79200,,Katalon,['word']
Data Analyst,Data Analyst - Remote,"Chicago, IL","via Chicago, IL - Geebo",Full-time,0,"Illinois, United States",2/9/2023,0,1,United States,hour,,24,UnitedHealth Group,"['sql', 'python', 'r', 'go', 'databricks', 'pyspark', 'word']"
Data Analyst,Business Data Analyst II - Hybrid,"Roswell, GA",via ZipRecruiter,Full-time,0,Georgia,2/8/2023,0,0,United States,year,107500,,Kingsley-Rose,"['sql', 'python', 'excel']"
Data Engineer,Sr. Data Engineer,"Seattle, WA",via LinkedIn,Full-time,0,"Illinois, United States",2/24/2023,0,1,United States,year,165000,,"Blackmere Consulting, LLC","['python', 'go', 'rust', 'java', 'scala', 'mongodb', 'mongodb', 'sql', 'nosql', 'redshift', 'databricks', 'airflow', 'spark', 'numpy', 'pandas', 'pyspark', 'linux', 'splunk', 'atlassian']"
Data Analyst,Data Analytics:  Analyst : Actuarial and Analytics Solutions (A&AS),"Midrand, South Africa",via Ai-Jobs.net,Full-time,0,South Africa,2/8/2023,0,0,South Africa,year,44100,,Deloitte,"['go', 'sql', 'excel', 'word']"
Senior Data Scientist,"Senior Data Scientist, Data Foundations","San Francisco, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/15/2023,0,1,United States,year,157500,,Patreon,['sql']
Data Engineer,Lead Azure Databricks Engineer,"Terrace, BC, Canada",via Ladders,Full-time,0,Canada,2/7/2023,1,0,Canada,year,175000,,The Joint Commission,"['sql', 'python', 'scala', 'r', 'java', 'azure', 'databricks', 'airflow', 'kafka', 'hadoop', 'spark', 'express', 'ssis', 'git', 'jenkins', 'jira', 'confluence']"
Data Engineer,Data Engineer (Senior Solution Designer) for Big Data,"Košice, Slovakia",via Ai-Jobs.net,Full-time,0,Slovakia,2/6/2023,0,0,Slovakia,year,147500,,Deutsche Telekom IT Solutions Slovakia,"['sql', 'nosql', 'databricks', 'azure', 'spark', 'hadoop', 'kafka', 'linux', 'flow']"
Data Scientist,Head of Data Science (Remote),Anywhere,via Built In,Full-time,1,Sudan,2/14/2023,0,0,Sudan,year,235000,,Fairmarkit,"['sql', 'r', 'python', 'c', 'databricks', 'pandas', 'pyspark', 'tidyverse', 'spark', 'hadoop', 'kafka', 'airflow', 'pytorch', 'nltk', 'docker']"
Data Scientist,Lead Data Scientist,"New York, NY",via AngelList,Full-time,0,"New York, United States",2/27/2023,0,1,United States,year,160000,,nwo.ai,"['python', 'r', 'sql', 'neo4j', 'bigquery', 'gcp']"
Data Analyst,Data Analyst-72045,Anywhere,via LinkedIn,Contractor,1,"New York, United States",2/14/2023,1,0,United States,hour,,57.5,Swoon,"['sql', 'power bi']"
Data Scientist,Data Scientist,"Spring, TX",via Ladders,Full-time,0,"Texas, United States",2/4/2023,0,0,United States,year,150000,,HP,"['python', 'r', 'databricks', 'power bi', 'excel', 'outlook', 'notion']"
Data Analyst,Data Architect,"Dublin, Ireland",via Ai-Jobs.net,Full-time,0,Ireland,2/24/2023,1,0,Ireland,year,165000,,Version 1,"['sql', 'sql server', 'oracle', 'azure']"
Data Engineer,"Data Engineer, E-Commerce","Seattle, WA",via LinkedIn,Full-time,0,"Texas, United States",2/2/2023,0,1,United States,year,223774.5,,TikTok,"['sql', 'spark', 'kafka']"
Data Analyst,"Data Analyst, BI Focused",Hong Kong,via Ai-Jobs.net,Full-time,0,Hong Kong,2/24/2023,1,0,Hong Kong,year,102500,,Assembly,"['assembly', 'sql', 'sheets']"
Data Engineer,Principal Data Engineer-Google Cloud Platform,Anywhere,via Dice,Contractor,1,Georgia,2/25/2023,0,0,United States,hour,,75,Mastech Digital,"['sql', 'python', 'shell', 'java', 'firestore', 'aws', 'bigquery', 'airflow', 'spark', 'kafka', 'docker', 'terraform']"
Data Scientist,Data Scientist,"Dallas, TX",via Ai-Jobs.net,Full-time,0,Sudan,2/10/2023,0,0,Sudan,year,132500,,Sustainment,"['python', 'r', 'java', 'keras', 'pytorch']"
Data Analyst,Precision Medicine Data Analyst,"New York, NY",via Dice,Contractor,0,"New York, United States",2/17/2023,0,0,United States,hour,,72.5,Altudo,"['r', 'python', 'qlik', 'tableau']"
Data Scientist,Expert Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Texas, United States",2/17/2023,0,1,United States,year,180000,,impact.com,"['go', 'r', 'python', 'sql']"
Data Scientist,"Analyst II, Ancillary Revenue Data Scientist (Remote Work...",Anywhere,via Adzuna,Full-time,1,"Texas, United States",2/11/2023,0,1,United States,year,75465,,Frontier Airlines,"['python', 'sql']"
Senior Data Scientist,Senior Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Texas, United States",2/25/2023,0,0,United States,year,160000,,Forsyth Barnes,"['python', 'scala', 'sql', 'gcp', 'aws', 'azure', 'snowflake', 'databricks', 'scikit-learn', 'pandas', 'tensorflow', 'pytorch', 'spark']"
Data Scientist,"(USA) Principal Data Scientist -Forecasting, Marketplace Strategy...","Bentonville, AR",via Built In,Full-time,0,"Texas, United States",2/3/2023,0,1,United States,year,190000,,Walmart Global Tech,"['sql', 'python', 'scala', 'r', 'bigquery', 'databricks', 'scikit-learn', 'pandas', 'spark', 'tensorflow', 'tableau', 'looker', 'power bi']"
Data Analyst,Data Analyst,"New York, NY",via Dice,Full-time,0,"New York, United States",2/16/2023,0,0,United States,hour,,33,Albert Einstein College of Medicine,"['r', 'excel', 'spss']"
Machine Learning Engineer,"Senior Machine Learning Engineer, Computer Vision","Erlangen, Germany",via Ai-Jobs.net,Full-time,0,Germany,2/16/2023,0,0,Germany,year,224500,,Worldcoin,"['python', 'rust', 'mongodb', 'mongodb', 'postgresql', 'aws']"
Data Analyst,Data Analyst - Remote | WFH,Anywhere,via Get.It,Full-time,1,"Texas, United States",2/21/2023,1,1,United States,year,79968,,Get It Recruit - Technology,"['sql', 'r', 'python', 'snowflake', 'redshift', 'tableau', 'looker']"
Data Analyst,"Data Analyst - Orange, CT","Orange, CT",via Indeed,Full-time,0,"New York, United States",2/2/2023,0,1,United States,hour,,33.5,K&A Engineering Consulting PC,"['sap', 'excel']"
Senior Data Engineer,"Senior Data Engineer (Stockholm, Sweden)","Stockholm, Sweden",via Ai-Jobs.net,Full-time,0,Sweden,2/20/2023,0,0,Sweden,year,147500,,Datatonic,"['python', 'java', 'sql', 'aws', 'spark', 'linux', 'tableau', 'looker']"
Machine Learning Engineer,IND (New) ML Ops Engineer,"Hyderabad, Telangana, India",via Ai-Jobs.net,Full-time,0,India,2/7/2023,0,0,India,year,79200,,Quantium,"['keras', 'pytorch', 'linux']"
Data Scientist,Sr. Data Scientist,"Plano, TX",via Indeed,Full-time,0,"Texas, United States",2/27/2023,0,1,United States,year,150000,,Ora Apps,"['python', 'sql']"
Data Analyst,"Principal Associate, Data Analyst Risk Associate: ExceptionsOne Team","Wichita Falls, TX",via WJBF Jobs,Full-time,0,"Texas, United States",2/28/2023,1,1,United States,year,138516,,Capital One,"['angular', 'jira', 'confluence']"
Data Scientist,Data Scientist,"San Francisco, CA",via KSNT Jobs,Full-time,0,"California, United States",2/20/2023,0,0,United States,year,140000,,Viola,"['python', 'sql', 'tensorflow', 'keras']"
Data Analyst,[JOB-9652 ] Data Analytics Mid,"Campinas, State of São Paulo, Brazil",via Ai-Jobs.net,Full-time,0,Brazil,2/9/2023,0,0,Brazil,year,79200,,CI&T,"['sql', 'python', 'r', 'snowflake', 'power bi', 'tableau']"
Data Analyst,Data Analyst,"Atlanta, GA",via LinkedIn,Full-time,0,Georgia,2/8/2023,0,1,United States,year,135000,,Storm2,"['sql', 'mongodb', 'mongodb', 'r', 'scala', 'nosql', 'azure', 'pyspark']"
Data Analyst,"Sr.Data Analyst in Austin, TX (Hybrid Remote)","Austin, TX",via Dice,Full-time,0,"Texas, United States",2/9/2023,0,0,United States,hour,,72.5,"Esolvit, Inc.","['r', 'python', 'sql', 'bash', 'tableau']"
Senior Data Engineer,Senior Data Engineer- Remote,"Tallahassee, FL",via WJTV Jobs,Full-time,0,Georgia,2/15/2023,0,0,United States,year,138200,,The Hartford,"['shell', 'r', 'python', 'java', 'aws', 'snowflake', 'oracle', 'spark', 'pyspark']"
Senior Data Engineer,Senior Data Engineer (Governance),"London, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/9/2023,0,0,United Kingdom,year,147500,,Checkout.com,"['sql', 'snowflake', 'aws', 'airflow', 'looker', 'terraform', 'slack']"
Data Analyst,Sr. Data Analyst,"Hartford, CT",via Indeed,Full-time,0,"New York, United States",2/27/2023,1,0,United States,hour,,65,Prospect Infosystem,
Data Scientist,Spatial Data Scientist,"Santa Ana, CA",via LinkedIn,Full-time,0,"California, United States",2/27/2023,0,0,United States,hour,,65,Insight Global,['c#']
Data Scientist,Data Scientist,"Arlington, VA",via ZipRecruiter,Full-time,0,Georgia,2/24/2023,0,0,United States,year,112015,,U.S. Department of Defense (DOD),
Data Analyst,SQL Data Analyst with Regulatory/Credit,"Charlotte, NC",via Dice,Contractor,0,Georgia,2/15/2023,0,0,United States,hour,,65,Signature Consultants,"['sql', 'excel', 'powerpoint']"
Data Analyst,Data Analyst @ Verizon,New Jersey,via LinkedIn,Contractor,0,"New York, United States",2/15/2023,0,0,United States,hour,,42.5,Insight Global,"['sql', 'go', 'sheets', 'tableau']"
Data Analyst,Data Manager (m/w/d),"Darmstadt, Germany",via Ai-Jobs.net,Full-time,0,Germany,2/23/2023,0,0,Germany,year,105650,,Dun & Bradstreet,"['sql', 'excel']"
Senior Data Engineer,Senior Data Engineer--Snowflake and AWS,"Richardson, TX",via Ladders,Full-time,0,"California, United States",2/19/2023,0,0,United States,year,125000,,Texas Capital Bank,"['sql', 'sql server', 'aws', 'snowflake', 'azure', 'spark', 'kafka', 'ssis', 'powerpoint', 'sharepoint', 'visio', 'flow', 'github', 'confluence']"
Data Analyst,Data Analyst,"Addison, TX",via LinkedIn,Contractor,0,"Texas, United States",2/20/2023,0,0,United States,hour,,17.09000015,Robert Half,"['go', 'spreadsheet']"
Senior Data Scientist,POD Lead / Project Manager - Big data,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/28/2023,0,0,India,year,93600,,Capco,['jira']
Data Analyst,Claims Data Analytics Manager,"Costa Mesa, CA",via Ladders,Full-time,0,"California, United States",2/2/2023,0,1,United States,year,125000,,Automobile Club of Southern California,"['sql', 'r', 'python', 'tableau', 'excel', 'outlook', 'word', 'powerpoint']"
Data Scientist,Data Scientist II,"White Plains, NY",via Ladders,Full-time,0,"New York, United States",2/15/2023,0,0,United States,year,125000,,New York Power Authority,"['python', 'r', 'java', 'matlab', 'sql', 'databricks', 'spark', 'jupyter', 'tableau', 'power bi']"
Data Analyst,Global Financial Crimes Compliance Data Analyst - Vice President,"Jersey City, NJ",via Ladders,Full-time,0,"New York, United States",2/13/2023,1,1,United States,year,115000,,JP Morgan Chase & Co.,"['sql', 'python', 'sas', 'sas', 'oracle', 'tableau', 'alteryx']"
Data Analyst,Engineering Data Analyst,"Wellington, New Zealand",via Ai-Jobs.net,Full-time,0,New Zealand,2/7/2023,0,0,New Zealand,year,51014,,Meridian Energy,"['r', 'python', 'sql', 'matlab', 'jupyter', 'spark', 'power bi']"
Data Scientist,Health Data Scientist,"Minneapolis, MN",via Higher Education Recruitment Consortium,Full-time,0,"Illinois, United States",2/9/2023,0,0,United States,year,92219.3125,,"University of Minnesota, Twin Cities","['python', 'java', 'flow']"
Data Engineer,Data Engineer,"Plano, TX",via LinkedIn,Contractor,0,Sudan,2/13/2023,0,0,Sudan,hour,,80,TEKsystems,"['java', 'python', 'php', 'sql', 'shell', 'aws', 'spark', 'hadoop', 'kafka', 'linux']"
Cloud Engineer,DevOps Engineer Cloud Big Data Platform (f/m/div.),"Stuttgart, Germany",via Ai-Jobs.net,Full-time,0,Germany,2/19/2023,0,0,Germany,year,89100,,Bosch Group,"['python', 'c', 'scala', 'azure', 'spark', 'terraform', 'git', 'bitbucket', 'jenkins']"
Software Engineer,Software Engineer: Stream Processing,"Zürich, Switzerland (+1 other)",via AngelList,Full-time,0,Switzerland,2/2/2023,1,0,Switzerland,year,206000,,Observe,"['go', 'snowflake', 'express']"
Data Analyst,Data Analyst,"West Hollywood, CA",via Indeed,Full-time,0,"California, United States",2/13/2023,1,1,United States,hour,,23.5,55 SILVER,['excel']
Data Analyst,Data Analyst,"Milwaukee, WI",via Dice,Contractor,0,"Illinois, United States",2/17/2023,1,0,United States,hour,,42.5,Nextogen Inc.,"['sql', 'excel']"
Senior Data Scientist,Senior Data Scientist,"Eden Prairie, MN",via Adzuna,Full-time,0,"Illinois, United States",2/10/2023,0,1,United States,year,114550,,UnitedHealth Group,"['python', 'sql', 'go', 'azure', 'aws', 'spark', 'airflow', 'github']"
Data Analyst,Data System Analyst,Anywhere,via LinkedIn,Contractor,1,"Illinois, United States",2/21/2023,1,0,United States,hour,,70,Paragon IT Professionals,['sql']
